flightId,airlineName,flightCode,departureAirportCode,arrivalAirportCode,departureTime,arrivalTime,durationMinutes,price
269,CloudJet,CL,MXP,HEL,2025-10-11 08:37:00,2025-10-11 09:49:00,72,79.95
270,EuroWings,EU,PRN,MSQ,2025-11-06 04:00:00,2025-11-06 08:03:00,243,418.98
271,SkyBridge,SK,INN,SJJ,2025-11-27 14:57:00,2025-11-27 15:59:00,62,191.86
272,NubeAir,NU,INI,BRN,2025-12-15 16:55:00,2025-12-15 19:39:00,164,220.85
273,NubeAir,NU,KRK,BUD,2025-12-16 04:19:00,2025-12-16 08:04:00,225,297.61
274,NubeAir,NU,VNT,VIE,2025-09-03 03:08:00,2025-09-03 05:45:00,157,68.13
275,NubeAir,NU,DUB,BRQ,2025-07-13 04:29:00,2025-07-13 08:23:00,234,392.37
276,NubeAir,NU,CLJ,LUX,2025-12-25 05:35:00,2025-12-25 07:14:00,99,418.1
277,Aetherium Air,AE,CLJ,VCE,2025-07-29 00:03:00,2025-07-29 01:49:00,106,340.14
278,SkyBridge,SK,GDN,VAR,2025-08-08 04:11:00,2025-08-08 05:15:00,64,326.45
279,CloudJet,CL,SKP,ANR,2025-11-23 18:57:00,2025-11-23 23:17:00,260,475.9
280,NubeAir,NU,IVG,GCI,2025-12-27 19:43:00,2025-12-27 20:43:00,60,146.13
281,NubeAir,NU,HER,LUX,2025-11-19 07:12:00,2025-11-19 11:23:00,251,387.57
282,NubeAir,NU,WAW,BTS,2025-09-23 06:45:00,2025-09-23 09:57:00,192,251.7
283,CloudJet,CL,CLJ,FCO,2025-12-28 01:20:00,2025-12-28 02:35:00,75,433.03
284,SkyBridge,SK,TLL,MUC,2025-11-13 20:40:00,2025-11-13 21:55:00,75,450.37
285,Aetherium Air,AE,TEQ,WAW,2025-11-18 06:12:00,2025-11-18 08:40:00,148,308.87
286,SkyBridge,SK,IEV,BLL,2025-07-10 22:09:00,2025-07-11 01:53:00,224,196.58
287,EuroWings,EU,KUN,LPX,2025-07-01 18:12:00,2025-07-01 22:59:00,287,115.64
288,NubeAir,NU,IEV,ZAG,2025-10-06 17:09:00,2025-10-06 20:46:00,217,435.32
289,CloudJet,CL,POW,SZG,2025-09-13 14:53:00,2025-09-13 18:08:00,195,96.87
290,EuroWings,EU,BNX,GCI,2025-09-04 20:56:00,2025-09-04 22:31:00,95,156.43
291,Aetherium Air,AE,RTM,TLL,2025-11-03 15:07:00,2025-11-03 16:17:00,70,304.03
292,Aetherium Air,AE,OHD,LHR,2025-09-04 00:35:00,2025-09-04 02:47:00,132,330.69
293,NubeAir,NU,VNT,TGD,2025-08-07 16:22:00,2025-08-07 19:10:00,168,266.61
294,SkyBridge,SK,FAO,BBU,2025-08-31 06:18:00,2025-08-31 08:31:00,133,423.02
295,CloudJet,CL,BZY,LHR,2025-09-02 14:22:00,2025-09-02 18:57:00,275,275.16
296,Aetherium Air,AE,SOF,SVO,2025-08-17 07:44:00,2025-08-17 11:02:00,198,87.24
297,NubeAir,NU,GIB,TAY,2025-11-12 10:55:00,2025-11-12 12:19:00,84,433.4
298,EuroWings,EU,SKP,ACI,2025-12-08 16:48:00,2025-12-08 18:11:00,83,150.14
299,Aetherium Air,AE,KEF,GME,2025-10-07 14:58:00,2025-10-07 17:34:00,156,110.88
300,CloudJet,CL,INN,RMO,2025-08-03 12:37:00,2025-08-03 14:31:00,114,410.24
301,EuroWings,EU,BQT,TEQ,2025-11-20 07:51:00,2025-11-20 12:46:00,295,245.37
302,Aetherium Air,AE,SPU,GOT,2025-09-25 15:54:00,2025-09-25 18:43:00,169,71.78
303,CloudJet,CL,URE,CRL,2025-08-18 09:26:00,2025-08-18 12:23:00,177,439.42
304,EuroWings,EU,RTM,KRK,2025-11-03 01:20:00,2025-11-03 03:38:00,138,274.0
305,NubeAir,NU,AAL,VCE,2025-07-08 16:33:00,2025-07-08 19:36:00,183,93.3
306,SkyBridge,SK,IEV,INN,2025-07-04 01:39:00,2025-07-04 06:27:00,288,381.68
307,NubeAir,NU,CRL,SOF,2025-08-28 19:44:00,2025-08-28 23:13:00,209,304.92
308,Aetherium Air,AE,BEG,INI,2025-11-30 05:04:00,2025-11-30 08:12:00,188,432.94
309,EuroWings,EU,DUB,KLV,2025-11-22 07:41:00,2025-11-22 11:54:00,253,435.3
310,CloudJet,CL,BTS,GCI,2025-10-22 19:28:00,2025-10-22 23:55:00,267,209.45
311,NubeAir,NU,PRN,INN,2025-09-28 08:40:00,2025-09-28 11:19:00,159,320.24
312,EuroWings,EU,LPX,MUC,2025-09-02 09:27:00,2025-09-02 12:37:00,190,101.92
313,SkyBridge,SK,FAO,BCN,2025-11-09 21:26:00,2025-11-10 00:04:00,158,335.48
314,CloudJet,CL,KEF,KSC,2025-10-01 04:48:00,2025-10-01 06:02:00,74,108.12
315,Aetherium Air,AE,KFZ,RIX,2025-09-05 14:54:00,2025-09-05 16:06:00,72,87.26
316,EuroWings,EU,FCO,RVN,2025-11-23 00:23:00,2025-11-23 03:02:00,159,113.31
317,SkyBridge,SK,BUD,TAY,2025-07-23 03:07:00,2025-07-23 07:55:00,288,339.4
318,SkyBridge,SK,AMS,FAE,2025-12-17 06:39:00,2025-12-17 07:49:00,70,100.46
319,NubeAir,NU,GCI,ANR,2025-09-28 02:37:00,2025-09-28 07:26:00,289,220.87
320,NubeAir,NU,PRG,SOF,2025-09-22 01:55:00,2025-09-22 03:51:00,116,87.0
321,NubeAir,NU,INN,OHD,2025-10-31 06:32:00,2025-10-31 08:06:00,94,274.56
322,EuroWings,EU,KUN,AAL,2025-09-05 04:48:00,2025-09-05 07:57:00,189,356.21
323,Aetherium Air,AE,TIV,BEG,2025-12-12 05:41:00,2025-12-12 08:12:00,151,72.28
324,Aetherium Air,AE,LED,FAO,2025-11-08 11:44:00,2025-11-08 15:26:00,222,189.62
325,EuroWings,EU,GOT,SOF,2025-08-09 07:53:00,2025-08-09 10:15:00,142,439.09
326,EuroWings,EU,DBV,GME,2025-09-22 22:43:00,2025-09-23 02:28:00,225,123.35
327,Aetherium Air,AE,TEQ,TLL,2025-09-19 10:48:00,2025-09-19 13:09:00,141,296.94
328,CloudJet,CL,MSQ,FCO,2025-10-24 05:39:00,2025-10-24 07:49:00,130,193.5
329,SkyBridge,SK,ORK,ARN,2025-08-28 23:32:00,2025-08-29 01:24:00,112,486.86
330,SkyBridge,SK,RTM,SKP,2025-10-15 07:16:00,2025-10-15 11:41:00,265,433.43
331,CloudJet,CL,ODS,TIA,2025-12-04 23:10:00,2025-12-05 01:39:00,149,448.55
332,NubeAir,NU,KSC,DUS,2025-09-21 21:43:00,2025-09-22 00:52:00,189,229.88
333,Aetherium Air,AE,SLD,AMS,2025-07-27 03:25:00,2025-07-27 07:02:00,217,437.62
334,SkyBridge,SK,AEY,SOB,2025-10-17 00:45:00,2025-10-17 02:28:00,103,194.24
335,SkyBridge,SK,TAY,AGP,2025-07-19 04:21:00,2025-07-19 05:21:00,60,482.27
336,NubeAir,NU,ATH,ANR,2025-08-23 04:39:00,2025-08-23 07:45:00,186,395.15
337,SkyBridge,SK,VNO,WAW,2025-12-27 09:15:00,2025-12-27 13:56:00,281,218.65
338,CloudJet,CL,CPH,FCO,2025-12-10 17:42:00,2025-12-10 20:06:00,144,197.35
339,NubeAir,NU,INI,GCI,2025-11-21 09:44:00,2025-11-21 14:40:00,296,85.86
340,CloudJet,CL,IEV,RMO,2025-09-24 03:59:00,2025-09-24 07:31:00,212,352.53
341,NubeAir,NU,TLL,SPU,2025-10-27 03:07:00,2025-10-27 05:40:00,153,270.35
342,Aetherium Air,AE,BQT,ZAG,2025-12-02 13:56:00,2025-12-02 17:14:00,198,95.14
343,SkyBridge,SK,GME,OUL,2025-07-21 10:25:00,2025-07-21 14:55:00,270,102.55
344,EuroWings,EU,SOF,LUX,2025-10-23 20:14:00,2025-10-23 23:32:00,198,408.02
345,Aetherium Air,AE,RMO,DUS,2025-10-24 10:40:00,2025-10-24 13:10:00,150,347.33
346,CloudJet,CL,ODS,GDN,2025-09-18 01:46:00,2025-09-18 06:42:00,296,255.21
347,NubeAir,NU,ANR,TIV,2025-10-03 07:51:00,2025-10-03 11:52:00,241,393.28
348,CloudJet,CL,GCI,NYO,2025-07-20 04:32:00,2025-07-20 06:19:00,107,305.28
349,NubeAir,NU,INI,FAE,2025-08-07 10:08:00,2025-08-07 14:46:00,278,326.43
350,EuroWings,EU,SNN,DEB,2025-09-16 03:45:00,2025-09-16 06:06:00,141,71.47
351,SkyBridge,SK,TLL,LED,2025-09-05 12:59:00,2025-09-05 14:51:00,112,495.11
352,CloudJet,CL,GIB,KSC,2025-09-07 01:04:00,2025-09-07 03:07:00,123,187.68
353,CloudJet,CL,NYO,MUC,2025-07-23 19:05:00,2025-07-23 23:16:00,251,350.73
354,EuroWings,EU,TGD,MSQ,2025-12-23 13:09:00,2025-12-23 15:47:00,158,409.62
355,EuroWings,EU,VNO,SPU,2025-08-10 16:46:00,2025-08-10 19:59:00,193,494.47
356,EuroWings,EU,SPU,KFZ,2025-12-18 21:34:00,2025-12-18 23:20:00,106,421.52
357,Aetherium Air,AE,RKV,IVG,2025-11-06 20:57:00,2025-11-07 00:48:00,231,120.74
358,NubeAir,NU,TEQ,RVN,2025-11-18 00:24:00,2025-11-18 02:22:00,118,211.31
359,CloudJet,CL,RTM,SOF,2025-12-26 17:54:00,2025-12-26 22:36:00,282,291.32
360,EuroWings,EU,SOB,PRG,2025-12-30 09:49:00,2025-12-30 14:15:00,266,254.09
361,EuroWings,EU,CLJ,BUD,2025-08-16 12:12:00,2025-08-16 14:04:00,112,305.86
362,NubeAir,NU,WAW,INN,2025-08-27 12:11:00,2025-08-27 13:27:00,76,454.68
363,NubeAir,NU,OPO,CPH,2025-12-14 06:47:00,2025-12-14 08:20:00,93,490.27
364,Aetherium Air,AE,SKP,BZY,2025-07-16 09:19:00,2025-07-16 10:59:00,100,320.27
365,SkyBridge,SK,ACI,FAO,2025-11-06 10:27:00,2025-11-06 11:56:00,89,245.33
366,NubeAir,NU,MBX,OTP,2025-10-17 04:15:00,2025-10-17 09:00:00,285,64.15
367,NubeAir,NU,KLV,POW,2025-09-11 07:44:00,2025-09-11 10:00:00,136,436.47
368,NubeAir,NU,HEL,LIS,2025-07-01 05:12:00,2025-07-01 08:13:00,181,197.88
369,CloudJet,CL,KFZ,SNN,2025-11-21 23:01:00,2025-11-22 01:32:00,151,486.35
370,NubeAir,NU,ORK,KUN,2025-10-17 00:04:00,2025-10-17 02:38:00,154,482.84
371,SkyBridge,SK,KBP,SKG,2025-10-02 17:30:00,2025-10-02 18:49:00,79,310.47
372,Aetherium Air,AE,KBP,SOF,2025-08-14 17:44:00,2025-08-14 19:38:00,114,274.33
373,EuroWings,EU,SZG,RIX,2025-07-18 05:48:00,2025-07-18 08:47:00,179,314.68
374,EuroWings,EU,RVN,NYO,2025-12-07 22:04:00,2025-12-08 02:01:00,237,149.47
375,NubeAir,NU,ZAG,KFZ,2025-07-06 06:43:00,2025-07-06 11:33:00,290,361.38
376,NubeAir,NU,IEV,CPH,2025-07-09 20:31:00,2025-07-09 23:30:00,179,185.98
377,EuroWings,EU,WAW,TIV,2025-08-08 12:35:00,2025-08-08 16:54:00,259,217.36
378,NubeAir,NU,VNT,TGD,2025-10-14 11:46:00,2025-10-14 14:48:00,182,224.89
379,Aetherium Air,AE,VIE,BBU,2025-09-03 22:35:00,2025-09-04 02:55:00,260,233.46
380,EuroWings,EU,MLA,VNT,2025-07-25 18:42:00,2025-07-25 23:33:00,291,284.17
381,SkyBridge,SK,SNN,BZY,2025-07-19 10:07:00,2025-07-19 11:48:00,101,434.82
382,EuroWings,EU,RMO,LED,2025-12-29 20:04:00,2025-12-29 23:14:00,190,447.63
383,Aetherium Air,AE,GVA,PLQ,2025-10-11 15:08:00,2025-10-11 19:02:00,234,120.14
384,EuroWings,EU,CRL,RIX,2025-10-06 01:54:00,2025-10-06 04:12:00,138,454.05
385,NubeAir,NU,DUB,FRA,2025-08-21 12:41:00,2025-08-21 16:34:00,233,226.44
386,CloudJet,CL,FAE,SKP,2025-09-29 06:32:00,2025-09-29 07:32:00,60,243.65
387,CloudJet,CL,RIX,ARN,2025-09-06 10:04:00,2025-09-06 13:48:00,224,492.57
388,Aetherium Air,AE,VNO,BBU,2025-07-26 12:51:00,2025-07-26 15:25:00,154,70.33
389,NubeAir,NU,MXP,DUB,2025-10-18 09:13:00,2025-10-18 13:05:00,232,269.13
390,EuroWings,EU,LED,PRG,2025-07-14 13:38:00,2025-07-14 15:19:00,101,104.95
391,Aetherium Air,AE,TGD,KEF,2025-10-23 17:40:00,2025-10-23 20:59:00,199,300.13
392,Aetherium Air,AE,AMS,FCO,2025-08-24 08:11:00,2025-08-24 09:24:00,73,255.55
393,Aetherium Air,AE,CPH,BRU,2025-08-06 16:24:00,2025-08-06 18:43:00,139,118.56
394,SkyBridge,SK,OUL,ANR,2025-12-25 11:47:00,2025-12-25 14:21:00,154,236.8
395,Aetherium Air,AE,IVG,RIX,2025-11-06 10:26:00,2025-11-06 13:25:00,179,384.5
396,Aetherium Air,AE,SLD,TGD,2025-11-05 23:50:00,2025-11-06 01:35:00,105,233.92
397,CloudJet,CL,MAD,TEQ,2025-09-20 17:47:00,2025-09-20 19:20:00,93,345.59
398,EuroWings,EU,NYO,DME,2025-07-06 15:50:00,2025-07-06 17:26:00,96,74.25
399,CloudJet,CL,DUB,BUD,2025-11-05 09:45:00,2025-11-05 14:02:00,257,475.34
400,CloudJet,CL,CLJ,PLQ,2025-08-11 02:54:00,2025-08-11 05:19:00,145,459.78
401,NubeAir,NU,SPU,KEF,2025-11-04 00:53:00,2025-11-04 03:38:00,165,254.17
402,SkyBridge,SK,DUS,BRU,2025-07-23 23:28:00,2025-07-24 04:01:00,273,109.54
403,CloudJet,CL,MCM,OTP,2025-12-15 21:33:00,2025-12-16 02:23:00,290,234.24
404,EuroWings,EU,KUN,FRA,2025-12-30 18:39:00,2025-12-30 21:08:00,149,291.89
405,EuroWings,EU,FAO,TEQ,2025-07-18 03:01:00,2025-07-18 07:38:00,277,307.06
406,EuroWings,EU,STN,RMO,2025-10-16 05:35:00,2025-10-16 09:33:00,238,310.3
407,EuroWings,EU,HER,DME,2025-09-30 08:12:00,2025-09-30 12:29:00,257,246.25
408,CloudJet,CL,BOJ,ZRH,2025-12-26 21:51:00,2025-12-27 00:13:00,142,285.01
409,CloudJet,CL,TAY,KLV,2025-10-30 12:02:00,2025-10-30 15:37:00,215,317.51
410,Aetherium Air,AE,OHD,VIE,2025-12-18 07:13:00,2025-12-18 11:28:00,255,90.29
411,NubeAir,NU,SPU,TLL,2025-09-28 12:31:00,2025-09-28 17:07:00,276,415.93
412,NubeAir,NU,SKG,KFZ,2025-10-24 10:55:00,2025-10-24 13:34:00,159,390.17
413,SkyBridge,SK,AGP,OPO,2025-07-23 18:15:00,2025-07-23 21:41:00,206,125.89
414,EuroWings,EU,PRN,SOB,2025-11-10 06:40:00,2025-11-10 10:03:00,203,79.94
415,CloudJet,CL,LUX,EIN,2025-11-11 03:59:00,2025-11-11 08:38:00,279,177.15
416,SkyBridge,SK,FAE,KVO,2025-12-23 06:18:00,2025-12-23 10:10:00,232,181.19
417,NubeAir,NU,GDN,GIB,2025-07-14 01:13:00,2025-07-14 05:16:00,243,494.56
418,NubeAir,NU,SLD,CRL,2025-09-12 20:33:00,2025-09-12 21:55:00,82,337.5
419,Aetherium Air,AE,ACI,SVO,2025-08-21 10:39:00,2025-08-21 12:50:00,131,385.04
420,CloudJet,CL,HEL,MAD,2025-11-06 01:03:00,2025-11-06 03:33:00,150,79.9
421,EuroWings,EU,HEL,GOT,2025-10-13 05:08:00,2025-10-13 06:35:00,87,289.85
422,CloudJet,CL,IEV,GME,2025-09-09 13:51:00,2025-09-09 18:33:00,282,202.97
423,NubeAir,NU,LIS,INI,2025-12-07 05:18:00,2025-12-07 09:11:00,233,376.29
424,SkyBridge,SK,VCE,BEG,2025-09-13 18:56:00,2025-09-13 21:47:00,171,401.33
425,CloudJet,CL,TEQ,BQT,2025-07-29 18:58:00,2025-07-29 20:32:00,94,163.55
426,CloudJet,CL,GIB,IVG,2025-10-08 10:13:00,2025-10-08 11:48:00,95,351.48
427,CloudJet,CL,BZY,ZRH,2025-08-06 23:05:00,2025-08-07 01:45:00,160,134.88
428,NubeAir,NU,DUB,IEV,2025-12-14 06:03:00,2025-12-14 07:57:00,114,363.92
429,SkyBridge,SK,INI,KLV,2025-11-07 22:19:00,2025-11-07 23:20:00,61,374.4
430,SkyBridge,SK,MUC,INN,2025-09-26 20:36:00,2025-09-27 01:15:00,279,282.47
431,Aetherium Air,AE,BBU,ODS,2025-09-24 04:20:00,2025-09-24 09:17:00,297,352.43
432,EuroWings,EU,SVO,NYO,2025-07-13 02:33:00,2025-07-13 04:52:00,139,74.23
433,CloudJet,CL,ATH,SPU,2025-12-24 15:31:00,2025-12-24 17:25:00,114,164.46
434,Aetherium Air,AE,IOM,HEL,2025-12-18 02:33:00,2025-12-18 03:40:00,67,178.52
435,NubeAir,NU,RKV,INN,2025-08-12 00:44:00,2025-08-12 04:51:00,247,314.02
436,EuroWings,EU,IEV,PRN,2025-12-28 16:46:00,2025-12-28 17:53:00,67,425.72
437,CloudJet,CL,TIV,KFZ,2025-08-23 04:02:00,2025-08-23 06:33:00,151,374.91
438,CloudJet,CL,TIV,FCO,2025-09-27 07:11:00,2025-09-27 09:37:00,146,218.01
439,CloudJet,CL,GOT,WAW,2025-11-10 09:22:00,2025-11-10 11:11:00,109,388.03
440,Aetherium Air,AE,SKG,VIE,2025-07-27 12:38:00,2025-07-27 15:24:00,166,54.53
441,EuroWings,EU,RKV,ATH,2025-11-14 15:32:00,2025-11-14 18:18:00,166,209.36
442,Aetherium Air,AE,BCN,SOF,2025-07-11 09:41:00,2025-07-11 14:04:00,263,479.51
443,Aetherium Air,AE,LGW,ORK,2025-12-28 13:07:00,2025-12-28 15:39:00,152,479.16
444,SkyBridge,SK,MCM,SVO,2025-08-18 12:41:00,2025-08-18 14:05:00,84,73.47
445,Aetherium Air,AE,AAL,URE,2025-07-02 07:52:00,2025-07-02 11:47:00,235,359.32
446,Aetherium Air,AE,STN,MAD,2025-07-19 04:07:00,2025-07-19 05:08:00,61,110.04
447,Aetherium Air,AE,MBX,BZY,2025-12-23 13:53:00,2025-12-23 18:42:00,289,309.62
448,Aetherium Air,AE,TEQ,STN,2025-10-14 17:41:00,2025-10-14 21:24:00,223,397.22
449,EuroWings,EU,TLL,BLL,2025-12-01 17:10:00,2025-12-01 21:21:00,251,186.39
450,CloudJet,CL,TEQ,SZG,2025-08-06 13:54:00,2025-08-06 17:37:00,223,189.03
451,CloudJet,CL,SVO,FCO,2025-08-21 00:47:00,2025-08-21 03:27:00,160,74.86
452,EuroWings,EU,LGW,OUL,2025-11-16 08:45:00,2025-11-16 11:29:00,164,463.08
453,SkyBridge,SK,BEG,KEF,2025-09-14 11:51:00,2025-09-14 12:52:00,61,164.8
454,Aetherium Air,AE,KFZ,RKV,2025-10-19 14:24:00,2025-10-19 17:18:00,174,418.56
455,SkyBridge,SK,BTS,FRA,2025-10-12 04:05:00,2025-10-12 06:55:00,170,407.96
456,SkyBridge,SK,KEF,EIN,2025-08-25 19:30:00,2025-08-25 23:13:00,223,250.5
457,EuroWings,EU,VNT,IEV,2025-10-24 19:31:00,2025-10-24 22:05:00,154,219.92
458,CloudJet,CL,GOT,WAW,2025-09-26 13:25:00,2025-09-26 16:11:00,166,274.15
459,EuroWings,EU,KVO,LGW,2025-07-08 18:05:00,2025-07-08 20:15:00,130,114.95
460,SkyBridge,SK,ZAG,SKP,2025-11-13 11:54:00,2025-11-13 16:33:00,279,151.77
461,SkyBridge,SK,LUX,BRN,2025-10-14 23:27:00,2025-10-15 03:47:00,260,288.35
462,NubeAir,NU,BOJ,RKV,2025-10-16 17:37:00,2025-10-16 21:08:00,211,241.98
463,EuroWings,EU,DUB,KFZ,2025-08-06 18:08:00,2025-08-06 21:27:00,199,407.74
464,NubeAir,NU,VNO,VCE,2025-11-11 13:33:00,2025-11-11 16:42:00,189,197.1
465,Aetherium Air,AE,KUN,GME,2025-10-28 23:37:00,2025-10-29 01:07:00,90,137.58
466,EuroWings,EU,KLV,GCI,2025-11-09 10:16:00,2025-11-09 11:37:00,81,494.31
467,EuroWings,EU,VCE,LGW,2025-11-19 06:39:00,2025-11-19 07:53:00,74,469.75
468,Aetherium Air,AE,INN,PRG,2025-08-01 08:29:00,2025-08-01 11:21:00,172,397.56
469,EuroWings,EU,URE,OHD,2025-09-21 17:22:00,2025-09-21 18:58:00,96,398.48
470,NubeAir,NU,BEG,LPX,2025-09-08 08:49:00,2025-09-08 09:54:00,65,76.42
471,Aetherium Air,AE,CLJ,KBP,2025-11-02 11:00:00,2025-11-02 15:46:00,286,237.5
472,SkyBridge,SK,POW,LPX,2025-07-07 07:59:00,2025-07-07 10:43:00,164,428.09
473,NubeAir,NU,VIE,LGW,2025-09-15 01:42:00,2025-09-15 03:03:00,81,494.12
474,NubeAir,NU,OPO,RVN,2025-12-02 18:23:00,2025-12-02 19:59:00,96,285.31
475,SkyBridge,SK,BLL,PRN,2025-09-09 15:17:00,2025-09-09 17:50:00,153,180.69
476,CloudJet,CL,KVO,IOM,2025-07-19 19:20:00,2025-07-20 00:16:00,296,255.5
477,SkyBridge,SK,DBV,MLA,2025-11-24 17:46:00,2025-11-24 22:36:00,290,132.18
478,NubeAir,NU,FCO,SZG,2025-07-24 09:23:00,2025-07-24 12:13:00,170,287.12
479,SkyBridge,SK,MCM,FRA,2025-10-14 05:25:00,2025-10-14 06:57:00,92,245.51
480,EuroWings,EU,BEG,LGW,2025-08-19 13:49:00,2025-08-19 17:44:00,235,80.98
481,Aetherium Air,AE,STN,LUX,2025-10-11 01:02:00,2025-10-11 04:46:00,224,391.95
482,CloudJet,CL,VIE,KVO,2025-11-03 14:31:00,2025-11-03 16:04:00,93,190.02
483,EuroWings,EU,ORK,MUC,2025-12-11 22:49:00,2025-12-12 02:39:00,230,55.63
484,EuroWings,EU,GDN,BQT,2025-11-03 16:25:00,2025-11-03 17:25:00,60,90.48
485,SkyBridge,SK,ANR,EIN,2025-12-29 23:39:00,2025-12-30 02:19:00,160,300.37
486,Aetherium Air,AE,KSC,ACI,2025-10-13 23:20:00,2025-10-14 02:28:00,188,220.25
487,Aetherium Air,AE,BTS,TLL,2025-07-11 11:15:00,2025-07-11 12:37:00,82,298.27
488,CloudJet,CL,TGD,BTS,2025-11-15 21:22:00,2025-11-15 22:44:00,82,198.29
489,Aetherium Air,AE,BOJ,LJU,2025-11-01 14:39:00,2025-11-01 16:55:00,136,426.07
490,SkyBridge,SK,ATH,INN,2025-08-26 13:11:00,2025-08-26 17:10:00,239,340.29
491,NubeAir,NU,BCN,BNX,2025-07-05 04:19:00,2025-07-05 05:53:00,94,204.66
492,SkyBridge,SK,RTM,ATH,2025-08-18 06:18:00,2025-08-18 08:03:00,105,289.4
493,Aetherium Air,AE,SLD,IVG,2025-09-09 19:52:00,2025-09-09 23:09:00,197,268.56
494,CloudJet,CL,BNX,INN,2025-08-27 23:52:00,2025-08-28 04:25:00,273,222.86
495,Aetherium Air,AE,MLA,KEF,2025-12-13 05:16:00,2025-12-13 07:18:00,122,493.17
496,SkyBridge,SK,JER,KUN,2025-11-28 10:50:00,2025-11-28 14:50:00,240,311.54
497,SkyBridge,SK,FCO,IVG,2025-11-21 16:24:00,2025-11-21 21:20:00,296,227.21
498,Aetherium Air,AE,KRK,RKV,2025-08-15 23:34:00,2025-08-16 02:00:00,146,336.65
499,EuroWings,EU,KVO,OUL,2025-08-18 07:45:00,2025-08-18 10:47:00,182,209.26
500,Aetherium Air,AE,BRN,MCM,2025-12-23 21:13:00,2025-12-24 02:11:00,298,56.27
501,NubeAir,NU,OPO,AAL,2025-10-14 01:15:00,2025-10-14 03:19:00,124,335.77
502,EuroWings,EU,TEQ,LIS,2025-12-02 02:07:00,2025-12-02 05:56:00,229,203.91
503,EuroWings,EU,BLL,BNX,2025-11-27 15:44:00,2025-11-27 19:50:00,246,121.77
504,SkyBridge,SK,DUS,BRU,2025-07-27 12:51:00,2025-07-27 16:43:00,232,210.03
505,Aetherium Air,AE,BRN,MUC,2025-12-23 11:44:00,2025-12-23 14:28:00,164,261.68
506,EuroWings,EU,MLA,JER,2025-09-21 22:13:00,2025-09-22 00:31:00,138,168.27
507,Aetherium Air,AE,BNX,LJU,2025-10-31 12:18:00,2025-10-31 14:47:00,149,52.31
508,SkyBridge,SK,MCM,TGD,2025-10-16 04:17:00,2025-10-16 09:17:00,300,235.63
509,SkyBridge,SK,BTS,FAE,2025-09-28 05:27:00,2025-09-28 10:10:00,283,139.93
510,NubeAir,NU,TIV,BEG,2025-10-15 03:27:00,2025-10-15 06:05:00,158,66.43
511,CloudJet,CL,MLA,VNT,2025-09-24 10:22:00,2025-09-24 14:35:00,253,323.47
512,CloudJet,CL,BZY,LPX,2025-12-12 04:46:00,2025-12-12 08:12:00,206,119.82
513,NubeAir,NU,SOB,OPO,2025-10-19 04:16:00,2025-10-19 08:19:00,243,429.18
514,EuroWings,EU,KUN,DUS,2025-07-19 15:17:00,2025-07-19 17:45:00,148,152.65
515,Aetherium Air,AE,WAW,AGP,2025-08-18 17:03:00,2025-08-18 19:29:00,146,477.11
516,Aetherium Air,AE,MXP,BTS,2025-10-08 05:12:00,2025-10-08 07:17:00,125,54.78
517,CloudJet,CL,TAY,GCI,2025-12-14 16:05:00,2025-12-14 18:37:00,152,51.25
518,NubeAir,NU,GVA,KBP,2025-12-11 08:32:00,2025-12-11 11:18:00,166,66.17
519,EuroWings,EU,KVO,GIB,2025-08-28 06:01:00,2025-08-28 08:19:00,138,389.4
520,Aetherium Air,AE,INN,PRG,2025-11-25 17:59:00,2025-11-25 22:49:00,290,337.16
521,NubeAir,NU,KFZ,DUS,2025-09-06 08:14:00,2025-09-06 10:56:00,162,415.59
522,CloudJet,CL,INI,SOF,2025-07-29 16:53:00,2025-07-29 18:08:00,75,443.86
523,Aetherium Air,AE,DEB,KBP,2025-07-04 08:40:00,2025-07-04 12:19:00,219,75.74
524,EuroWings,EU,DBV,GME,2025-12-11 08:30:00,2025-12-11 11:25:00,175,159.61
525,NubeAir,NU,INI,TEQ,2025-08-18 11:59:00,2025-08-18 15:09:00,190,50.1
526,SkyBridge,SK,NYO,BRN,2025-12-01 12:28:00,2025-12-01 14:02:00,94,365.36
527,SkyBridge,SK,FAO,ZAG,2025-10-11 20:46:00,2025-10-11 21:52:00,66,115.74
528,NubeAir,NU,ORK,IOM,2025-08-24 21:46:00,2025-08-25 01:13:00,207,240.51
529,SkyBridge,SK,URE,BNX,2025-12-08 22:32:00,2025-12-09 02:27:00,235,242.66
530,CloudJet,CL,BOJ,ODS,2025-10-04 03:56:00,2025-10-04 05:42:00,106,351.77
531,EuroWings,EU,URE,KRK,2025-07-20 00:15:00,2025-07-20 02:07:00,112,126.21
532,NubeAir,NU,DUS,INN,2025-08-16 20:39:00,2025-08-17 00:57:00,258,57.81
533,NubeAir,NU,MUC,SNN,2025-11-11 07:56:00,2025-11-11 11:09:00,193,103.12
534,Aetherium Air,AE,GME,JER,2025-08-29 20:18:00,2025-08-29 23:49:00,211,100.72
535,EuroWings,EU,GME,PRN,2025-08-03 18:32:00,2025-08-03 20:52:00,140,332.1
536,SkyBridge,SK,BEG,SZG,2025-09-07 05:57:00,2025-09-07 10:32:00,275,438.13
537,CloudJet,CL,PRN,TIV,2025-10-17 00:12:00,2025-10-17 03:16:00,184,80.36
538,NubeAir,NU,LPX,KBP,2025-07-21 15:01:00,2025-07-21 16:27:00,86,228.47
